data;id;classe;predicao
18/05/2021 14:44;Documento_108892_Perm_9;0;0
18/05/2021 14:44;Documento_108892;1;1
18/05/2021 14:44;Documento_108892_Perm_11;0;0
18/05/2021 14:44;Documento_66709;1;1
18/05/2021 14:44;Documento_66709_Perm_9;0;0
18/05/2021 14:44;Documento_108891;1;1
18/05/2021 14:44;Documento_108891_Perm_15;0;0
18/05/2021 14:44;Documento_108891;1;1
18/05/2021 14:44;Documento_61674_Perm_6;0;0
18/05/2021 14:44;Documento_61674;1;1
18/05/2021 14:44;Documento_61674_Perm_18;0;0
18/05/2021 14:44;Documento_51455;1;1
18/05/2021 14:44;Documento_51455_Perm_18;0;0
18/05/2021 14:44;Documento_51455;1;1
18/05/2021 14:44;Documento_51455_Perm_17;0;0
18/05/2021 14:44;Documento_61191;1;1
18/05/2021 14:44;Documento_74940;1;1
18/05/2021 14:44;Documento_74940_Perm_18;0;0
18/05/2021 14:44;Documento_74940;1;1
18/05/2021 14:44;Documento_74940_Perm_16;0;0
18/05/2021 14:44;Documento_75555;1;1
18/05/2021 14:44;Documento_75555_Perm_6;0;0
18/05/2021 14:44;Documento_75555;1;1
18/05/2021 14:44;Documento_75555_Perm_14;0;0
18/05/2021 14:44;Documento_62926;1;1
18/05/2021 14:44;Documento_62926_Perm_19;0;0
18/05/2021 14:44;Documento_62908;1;1
18/05/2021 14:44;Documento_62908_Perm_6;0;0
18/05/2021 14:44;Documento_62908;1;1
18/05/2021 14:44;Documento_62908_Perm_16;0;0
18/05/2021 14:44;Documento_62908;1;1
18/05/2021 14:44;Documento_62908_Perm_10;0;0
18/05/2021 14:44;Documento_68105_Perm_17;0;0
18/05/2021 14:44;Documento_68115;1;1
18/05/2021 14:44;Documento_68115_Perm_1;0;0
18/05/2021 14:44;Documento_68115;1;1
18/05/2021 14:44;Documento_68115_Perm_18;0;0
18/05/2021 14:44;Documento_68115;1;1
18/05/2021 14:44;Documento_68115_Perm_8;0;0
18/05/2021 14:44;Documento_64767;1;1
18/05/2021 14:44;Documento_64301;1;1
18/05/2021 14:44;Documento_64301_Perm_12;0;0
18/05/2021 14:44;Documento_64301;1;1
18/05/2021 14:44;Documento_64301_Perm_4;0;0
18/05/2021 14:44;Documento_54182;1;1
18/05/2021 14:44;Documento_54182_Perm_10;0;0
18/05/2021 14:44;Documento_110708;1;1
18/05/2021 14:44;Documento_110708_Perm_3;0;0
18/05/2021 14:44;Documento_113085_Perm_18;0;0
18/05/2021 14:44;Documento_113085;1;1
18/05/2021 14:44;Documento_113085_Perm_7;0;0
18/05/2021 14:44;Documento_113085;1;1
18/05/2021 14:44;Documento_113085_Perm_2;0;0
18/05/2021 14:44;Documento_74940;1;1
18/05/2021 14:44;Documento_74940_Perm_6;0;0
18/05/2021 14:44;Documento_74940;1;1
18/05/2021 14:44;Documento_109074_Perm_16;0;0
18/05/2021 14:44;Documento_109074;1;1
18/05/2021 14:44;Documento_109074_Perm_11;0;0
18/05/2021 14:44;Documento_109074;1;1
18/05/2021 14:44;Documento_109074_Perm_18;0;0
18/05/2021 14:44;Documento_66258;1;1
18/05/2021 14:44;Documento_66258_Perm_1;0;0
18/05/2021 14:44;Documento_66258;1;1
18/05/2021 14:44;Documento_85714;1;1
18/05/2021 14:44;Documento_85714_Perm_11;0;0
18/05/2021 14:44;Documento_85714;1;1
18/05/2021 14:44;Documento_85714_Perm_14;0;0
18/05/2021 14:44;Documento_75477;1;1
18/05/2021 14:44;Documento_75477_Perm_9;0;0
18/05/2021 14:44;Documento_75477;1;1
18/05/2021 14:44;Documento_75477_Perm_7;0;0
18/05/2021 14:44;Documento_64269;1;1
18/05/2021 14:44;Documento_64269_Perm_16;0;0
18/05/2021 14:44;Documento_48859;1;1
18/05/2021 14:44;Documento_48859_Perm_4;0;0
18/05/2021 14:44;Documento_48859;1;1
18/05/2021 14:44;Documento_48859_Perm_14;0;0
18/05/2021 14:44;Documento_48859;1;1
18/05/2021 14:44;Documento_48859_Perm_9;0;0
18/05/2021 14:44;Documento_62889_Perm_0;0;0
18/05/2021 14:44;Documento_62889;1;1
18/05/2021 14:44;Documento_62889_Perm_14;0;0
18/05/2021 14:44;Documento_62889;1;1
18/05/2021 14:44;Documento_62889_Perm_12;0;0
18/05/2021 14:44;Documento_62890;1;1
18/05/2021 14:44;Documento_62890_Perm_10;0;0
18/05/2021 14:44;Documento_62890;1;1
18/05/2021 14:44;Documento_62896_Perm_7;0;0
18/05/2021 14:44;Documento_62896;1;1
18/05/2021 14:44;Documento_62896_Perm_6;0;0
18/05/2021 14:44;Documento_62952;1;1
18/05/2021 14:44;Documento_62952_Perm_18;0;0
18/05/2021 14:44;Documento_62952;1;1
18/05/2021 14:44;Documento_62952_Perm_9;0;0
18/05/2021 14:44;Documento_66252;1;1
18/05/2021 14:44;Documento_64307;1;1
18/05/2021 14:44;Documento_64307_Perm_2;0;0
18/05/2021 14:44;Documento_48166;1;1
18/05/2021 14:44;Documento_48166_Perm_14;0;0
18/05/2021 14:44;Documento_48166;1;1
18/05/2021 14:44;Documento_48166_Perm_0;0;0
18/05/2021 14:44;Documento_48166;1;1
18/05/2021 14:44;Documento_48166_Perm_16;0;0
18/05/2021 14:44;Documento_66250_Perm_3;0;0
18/05/2021 14:44;Documento_66250;1;1
18/05/2021 14:44;Documento_66250_Perm_10;0;0
18/05/2021 14:44;Documento_66250;1;1
18/05/2021 14:44;Documento_66250_Perm_6;0;0
18/05/2021 14:44;Documento_66227;1;1
18/05/2021 14:44;Documento_66227_Perm_0;0;0
18/05/2021 14:44;Documento_30831;1;1
18/05/2021 14:44;Documento_88555_Perm_15;0;0
18/05/2021 14:44;Documento_88555;1;1
18/05/2021 14:44;Documento_88555_Perm_17;0;0
18/05/2021 14:44;Documento_88555;1;1
18/05/2021 14:44;Documento_88555_Perm_1;0;0
18/05/2021 14:44;Documento_34070;1;1
18/05/2021 14:44;Documento_34070_Perm_11;0;0
18/05/2021 14:44;Documento_34070;1;1
18/05/2021 14:44;Documento_62949;1;1
18/05/2021 14:44;Documento_62949_Perm_1;0;0
18/05/2021 14:44;Documento_62949;1;1
18/05/2021 14:44;Documento_62949_Perm_19;0;0
18/05/2021 14:44;Documento_64265;1;1
18/05/2021 14:44;Documento_64265_Perm_9;0;0
18/05/2021 14:44;Documento_62943;1;1
18/05/2021 14:44;Documento_62943_Perm_11;0;0
18/05/2021 14:44;Documento_49337;1;1
18/05/2021 14:44;Documento_49337_Perm_17;0;0
18/05/2021 14:44;Documento_49337;1;1
18/05/2021 14:44;Documento_49337_Perm_8;0;0
18/05/2021 14:44;Documento_49337;1;1
18/05/2021 14:44;Documento_49337_Perm_1;0;0
18/05/2021 14:44;Documento_49337;1;1
18/05/2021 14:44;Documento_49337_Perm_18;0;0
18/05/2021 14:44;Documento_46654;1;1
18/05/2021 14:44;Documento_46654_Perm_16;0;0
18/05/2021 14:44;Documento_35328;1;1
18/05/2021 14:44;Documento_35328_Perm_1;0;0
18/05/2021 14:44;Documento_35328;1;1
18/05/2021 14:44;Documento_35328_Perm_6;0;0
18/05/2021 14:44;Documento_35328;1;1
18/05/2021 14:44;Documento_35328_Perm_15;0;0
18/05/2021 14:44;Documento_35330;1;1
18/05/2021 14:44;Documento_35330_Perm_11;0;0
18/05/2021 14:44;Documento_117477;1;1
18/05/2021 14:44;Documento_117477_Perm_4;0;0
18/05/2021 14:44;Documento_117477;1;1
18/05/2021 14:44;Documento_117477_Perm_2;0;0
18/05/2021 14:44;Documento_117477;1;1
18/05/2021 14:44;Documento_117477_Perm_12;0;0
18/05/2021 14:44;Documento_101028_Perm_16;0;0
18/05/2021 14:44;Documento_101028;1;1
18/05/2021 14:44;Documento_101028_Perm_4;0;0
18/05/2021 14:44;Documento_46147;1;1
18/05/2021 14:44;Documento_46147_Perm_19;0;0
18/05/2021 14:44;Documento_50639;1;1
18/05/2021 14:44;Documento_50639_Perm_16;0;0
18/05/2021 14:44;Documento_36931;1;1
18/05/2021 14:44;Documento_117479;1;1
18/05/2021 14:44;Documento_117479_Perm_13;0;1
18/05/2021 14:44;Documento_117479;1;1
18/05/2021 14:44;Documento_117479_Perm_9;0;0
18/05/2021 14:44;Documento_68254;1;1
18/05/2021 14:44;Documento_68254_Perm_19;0;0
18/05/2021 14:44;Documento_68254;1;1
18/05/2021 14:44;Documento_68254_Perm_12;0;0
18/05/2021 14:44;Documento_61755;1;1
18/05/2021 14:44;Documento_61755_Perm_11;0;0
18/05/2021 14:44;Documento_61755;1;1
18/05/2021 14:44;Documento_61755_Perm_12;0;0
18/05/2021 14:44;Documento_61755;1;1
18/05/2021 14:44;Documento_61755_Perm_9;0;0
18/05/2021 14:44;Documento_84257;1;1
18/05/2021 14:44;Documento_84257_Perm_18;0;0
18/05/2021 14:44;Documento_74948_Perm_2;0;0
