data;id;classe;predicao
17/05/2021 20:12;Documento_36904_Perm_3;0;1
17/05/2021 20:12;Documento_36904;1;1
17/05/2021 20:12;Documento_36904_Perm_14;0;1
17/05/2021 20:12;Documento_88346;1;1
17/05/2021 20:12;Documento_88346_Perm_16;0;1
17/05/2021 20:12;Documento_88346;1;1
17/05/2021 20:12;Documento_88346_Perm_6;0;1
17/05/2021 20:12;Documento_88346;1;1
17/05/2021 20:12;Documento_62903;1;1
17/05/2021 20:12;Documento_62903_Perm_16;0;1
17/05/2021 20:12;Documento_62957;1;1
17/05/2021 20:12;Documento_62957_Perm_7;0;1
17/05/2021 20:12;Documento_62941;1;1
17/05/2021 20:12;Documento_62941_Perm_15;0;1
17/05/2021 20:12;Documento_62941;1;1
17/05/2021 20:12;Documento_62941_Perm_2;0;1
17/05/2021 20:12;Documento_64776_Perm_5;0;1
17/05/2021 20:12;Documento_51563;1;1
17/05/2021 20:12;Documento_51563_Perm_0;0;1
17/05/2021 20:12;Documento_51563;1;1
17/05/2021 20:12;Documento_51563_Perm_3;0;1
17/05/2021 20:12;Documento_51563;1;1
17/05/2021 20:12;Documento_51563_Perm_8;0;1
17/05/2021 20:12;Documento_51563;1;1
17/05/2021 20:12;Documento_31772_Perm_14;0;1
17/05/2021 20:12;Documento_105312;1;1
17/05/2021 20:12;Documento_105312_Perm_6;0;1
17/05/2021 20:12;Documento_65335;1;1
17/05/2021 20:12;Documento_65335_Perm_8;0;1
17/05/2021 20:12;Documento_65335;1;1
17/05/2021 20:12;Documento_65335_Perm_5;0;1
17/05/2021 20:12;Documento_65335;1;1
17/05/2021 20:12;Documento_62919;1;1
17/05/2021 20:12;Documento_62919_Perm_11;0;1
17/05/2021 20:12;Documento_62954;1;1
17/05/2021 20:12;Documento_62954_Perm_8;0;1
17/05/2021 20:12;Documento_62954;1;1
17/05/2021 20:12;Documento_62954_Perm_2;0;1
17/05/2021 20:12;Documento_62954;1;1
17/05/2021 20:12;Documento_62954_Perm_7;0;1
17/05/2021 20:12;Documento_101525_Perm_4;0;1
17/05/2021 20:12;Documento_64290;1;1
17/05/2021 20:12;Documento_64290_Perm_19;0;1
17/05/2021 20:12;Documento_62920;1;1
17/05/2021 20:12;Documento_62920_Perm_19;0;1
17/05/2021 20:12;Documento_64282;1;1
17/05/2021 20:12;Documento_64282_Perm_2;0;1
17/05/2021 20:12;Documento_48946;1;1
17/05/2021 20:12;Documento_31812;1;1
17/05/2021 20:12;Documento_31812_Perm_12;0;1
17/05/2021 20:12;Documento_31812;1;1
17/05/2021 20:12;Documento_31812_Perm_14;0;1
17/05/2021 20:12;Documento_31812;1;1
17/05/2021 20:12;Documento_31812_Perm_16;0;1
17/05/2021 20:12;Documento_115829;1;1
17/05/2021 20:12;Documento_115829_Perm_5;0;1
17/05/2021 20:12;Documento_64260;1;1
17/05/2021 20:12;Documento_64260_Perm_4;0;1
17/05/2021 20:12;Documento_64293;1;1
17/05/2021 20:12;Documento_64293_Perm_12;0;1
17/05/2021 20:12;Documento_64293;1;1
17/05/2021 20:12;Documento_64293_Perm_16;0;1
17/05/2021 20:12;Documento_116775;1;1
17/05/2021 20:12;Documento_116775_Perm_8;0;1
17/05/2021 20:12;Documento_66257;1;1
17/05/2021 20:12;Documento_66257_Perm_18;0;1
17/05/2021 20:12;Documento_66257;1;1
17/05/2021 20:12;Documento_66257_Perm_15;0;1
17/05/2021 20:12;Documento_66257;1;1
17/05/2021 20:12;Documento_66257_Perm_11;0;1
17/05/2021 20:12;Documento_66236;1;1
17/05/2021 20:12;Documento_66236_Perm_0;0;1
17/05/2021 20:12;Documento_64292_Perm_3;0;1
17/05/2021 20:12;Documento_64292;1;1
17/05/2021 20:12;Documento_64292_Perm_0;0;1
17/05/2021 20:12;Documento_64292;1;1
17/05/2021 20:12;Documento_64292_Perm_13;0;1
17/05/2021 20:12;Documento_64301;1;1
17/05/2021 20:12;Documento_64301_Perm_16;0;1
17/05/2021 20:12;Documento_64301;1;1
17/05/2021 20:12;Documento_105317_Perm_5;0;1
17/05/2021 20:12;Documento_121175;1;1
17/05/2021 20:12;Documento_121175_Perm_10;0;1
17/05/2021 20:12;Documento_121175;1;1
17/05/2021 20:12;Documento_121175_Perm_6;0;1
17/05/2021 20:12;Documento_51452;1;1
17/05/2021 20:12;Documento_51452_Perm_10;0;1
17/05/2021 20:12;Documento_51452;1;1
17/05/2021 20:12;Documento_35328;1;1
17/05/2021 20:12;Documento_35328_Perm_4;0;1
17/05/2021 20:12;Documento_33052;1;1
17/05/2021 20:12;Documento_33052_Perm_17;0;1
17/05/2021 20:12;Documento_33052;1;1
17/05/2021 20:12;Documento_33052_Perm_1;0;1
17/05/2021 20:12;Documento_33052;1;1
17/05/2021 20:12;Documento_33052_Perm_16;0;1
17/05/2021 20:12;Documento_100392_Perm_9;0;1
17/05/2021 20:12;Documento_74943;1;1
17/05/2021 20:12;Documento_74943_Perm_17;0;1
17/05/2021 20:12;Documento_74943;1;1
17/05/2021 20:12;Documento_74943_Perm_5;0;1
17/05/2021 20:12;Documento_74943;1;1
17/05/2021 20:12;Documento_74943_Perm_7;0;1
17/05/2021 20:12;Documento_74943;1;1
17/05/2021 20:12;Documento_62770_Perm_12;0;1
17/05/2021 20:12;Documento_62770;1;1
17/05/2021 20:12;Documento_62770_Perm_10;0;1
17/05/2021 20:12;Documento_62770;1;1
17/05/2021 20:12;Documento_62770_Perm_7;0;1
17/05/2021 20:12;Documento_62770;1;1
17/05/2021 20:12;Documento_62770_Perm_19;0;1
17/05/2021 20:12;Documento_31056;1;1
17/05/2021 20:12;Documento_62958_Perm_1;0;1
17/05/2021 20:12;Documento_62958;1;1
17/05/2021 20:12;Documento_62958_Perm_4;0;1
17/05/2021 20:12;Documento_62919;1;1
17/05/2021 20:12;Documento_62919_Perm_10;0;1
17/05/2021 20:12;Documento_62954;1;1
17/05/2021 20:12;Documento_62954_Perm_1;0;1
17/05/2021 20:12;Documento_62947;1;1
17/05/2021 20:12;Documento_83701_Perm_11;0;1
17/05/2021 20:12;Documento_83701;1;1
17/05/2021 20:12;Documento_83701_Perm_4;0;1
17/05/2021 20:12;Documento_83701;1;1
17/05/2021 20:12;Documento_83701_Perm_19;0;1
17/05/2021 20:12;Documento_83701;1;1
17/05/2021 20:12;Documento_83701_Perm_8;0;1
17/05/2021 20:12;Documento_83701;1;1
17/05/2021 20:12;Documento_68106_Perm_0;0;1
17/05/2021 20:12;Documento_68109;1;1
17/05/2021 20:12;Documento_68109_Perm_2;0;1
17/05/2021 20:12;Documento_68109;1;1
17/05/2021 20:12;Documento_68109_Perm_18;0;1
17/05/2021 20:12;Documento_68113;1;1
17/05/2021 20:12;Documento_68113_Perm_12;0;1
17/05/2021 20:12;Documento_68119;1;1
17/05/2021 20:12;Documento_93584_Perm_18;0;1
17/05/2021 20:12;Documento_103630;1;1
17/05/2021 20:12;Documento_103630_Perm_2;0;1
17/05/2021 20:12;Documento_103630;1;1
17/05/2021 20:12;Documento_103630_Perm_3;0;1
17/05/2021 20:12;Documento_103630;1;1
17/05/2021 20:12;Documento_103630_Perm_4;0;1
17/05/2021 20:12;Documento_103630;1;1
17/05/2021 20:12;Documento_80841_Perm_5;0;1
17/05/2021 20:12;Documento_80841;1;1
17/05/2021 20:12;Documento_80841_Perm_15;0;1
17/05/2021 20:12;Documento_50649;1;1
17/05/2021 20:12;Documento_50649_Perm_7;0;1
17/05/2021 20:12;Documento_64284;1;1
17/05/2021 20:12;Documento_64284_Perm_9;0;1
17/05/2021 20:12;Documento_64284;1;1
17/05/2021 20:12;Documento_68119_Perm_1;0;1
17/05/2021 20:12;Documento_68119;1;1
17/05/2021 20:12;Documento_68119_Perm_16;0;1
17/05/2021 20:12;Documento_63527;1;1
17/05/2021 20:12;Documento_63527_Perm_0;0;1
17/05/2021 20:12;Documento_63527;1;1
17/05/2021 20:12;Documento_63527_Perm_5;0;1
17/05/2021 20:12;Documento_73530;1;1
17/05/2021 20:12;Documento_62912;1;1
17/05/2021 20:12;Documento_62912_Perm_17;0;1
17/05/2021 20:12;Documento_80186;1;1
17/05/2021 20:12;Documento_80186_Perm_15;0;1
17/05/2021 20:12;Documento_31772;1;1
17/05/2021 20:12;Documento_31772_Perm_18;0;1
17/05/2021 20:12;Documento_31772;1;1
17/05/2021 20:12;Documento_31772_Perm_11;0;1
17/05/2021 20:12;Documento_79587;1;1
17/05/2021 20:12;Documento_79587_Perm_3;0;1
17/05/2021 20:12;Documento_79587;1;1
17/05/2021 20:12;Documento_79587_Perm_1;0;1
17/05/2021 20:12;Documento_108119;1;1
17/05/2021 20:12;Documento_108119_Perm_10;0;1
17/05/2021 20:12;Documento_64310;1;1
17/05/2021 20:12;Documento_64310_Perm_13;0;1
17/05/2021 20:12;Documento_66248_Perm_5;0;1
17/05/2021 20:12;Documento_66248;1;1
17/05/2021 20:12;Documento_66248_Perm_8;0;1
17/05/2021 20:12;Documento_94912;1;1
17/05/2021 20:12;Documento_94912_Perm_7;0;1
17/05/2021 20:12;Documento_74928;1;1
17/05/2021 20:12;Documento_74928_Perm_4;0;1
17/05/2021 20:12;Documento_66256;1;1
17/05/2021 20:12;Documento_48731;1;1
17/05/2021 20:12;Documento_48731_Perm_16;0;1
17/05/2021 20:12;Documento_44201;1;1
17/05/2021 20:12;Documento_44201_Perm_3;0;1
17/05/2021 20:12;Documento_44201;1;1
17/05/2021 20:12;Documento_44201_Perm_6;0;1
17/05/2021 20:12;Documento_44201;1;1
17/05/2021 20:12;Documento_44201_Perm_7;0;1
17/05/2021 20:12;Documento_64296_Perm_18;0;1
17/05/2021 20:12;Documento_64296;1;1
17/05/2021 20:12;Documento_64296_Perm_15;0;1
17/05/2021 20:12;Documento_64296;1;1
17/05/2021 20:12;Documento_64296_Perm_8;0;1
17/05/2021 20:12;Documento_64300;1;1
17/05/2021 20:12;Documento_64300_Perm_15;0;1
17/05/2021 20:12;Documento_64300;1;1
17/05/2021 20:12;Documento_74951_Perm_4;0;1
17/05/2021 20:12;Documento_113085;1;1
17/05/2021 20:12;Documento_113085_Perm_19;0;1
17/05/2021 20:12;Documento_113085;1;1
17/05/2021 20:12;Documento_113085_Perm_6;0;1
17/05/2021 20:12;Documento_74940;1;1
17/05/2021 20:12;Documento_74940_Perm_15;0;1
17/05/2021 20:12;Documento_75555;1;1
17/05/2021 20:12;Documento_40432;1;1
17/05/2021 20:12;Documento_40432_Perm_4;0;1
17/05/2021 20:12;Documento_44944;1;1
17/05/2021 20:12;Documento_44944_Perm_4;0;1
17/05/2021 20:12;Documento_107126;1;1
17/05/2021 20:12;Documento_107126_Perm_9;0;1
17/05/2021 20:12;Documento_107126;1;1
17/05/2021 20:12;Documento_107126_Perm_14;0;1
17/05/2021 20:12;Documento_62951;1;1
17/05/2021 20:12;Documento_62951_Perm_12;0;1
17/05/2021 20:12;Documento_62951;1;1
17/05/2021 20:12;Documento_62951_Perm_0;0;1
17/05/2021 20:12;Documento_62951;1;1
17/05/2021 20:12;Documento_62951_Perm_8;0;1
17/05/2021 20:12;Documento_62951;1;1
17/05/2021 20:12;Documento_62951_Perm_7;0;1
17/05/2021 20:12;Documento_80090;1;1
17/05/2021 20:12;Documento_80090_Perm_16;0;1
17/05/2021 20:12;Documento_80090;1;1
17/05/2021 20:12;Documento_80090_Perm_1;0;1
17/05/2021 20:12;Documento_89396;1;1
17/05/2021 20:12;Documento_89396_Perm_18;0;1
17/05/2021 20:12;Documento_100908;1;1
17/05/2021 20:12;Documento_100908_Perm_6;0;1
17/05/2021 20:12;Documento_62914;1;1
17/05/2021 20:12;Documento_62914_Perm_19;0;1
17/05/2021 20:12;Documento_58155;1;1
17/05/2021 20:12;Documento_58155_Perm_6;0;1
17/05/2021 20:12;Documento_58155;1;1
17/05/2021 20:12;Documento_58155_Perm_5;0;1
17/05/2021 20:12;Documento_62906;1;1
17/05/2021 20:12;Documento_62906_Perm_2;0;1
17/05/2021 20:12;Documento_99489;1;1
17/05/2021 20:12;Documento_99489_Perm_14;0;1
17/05/2021 20:12;Documento_62932;1;1
17/05/2021 20:12;Documento_62932_Perm_10;0;1
17/05/2021 20:12;Documento_85715;1;1
17/05/2021 20:12;Documento_85715_Perm_5;0;1
17/05/2021 20:12;Documento_85715;1;1
17/05/2021 20:12;Documento_85715_Perm_17;0;1
17/05/2021 20:12;Documento_62891;1;1
17/05/2021 20:12;Documento_62891_Perm_2;0;1
17/05/2021 20:12;Documento_62891;1;1
17/05/2021 20:12;Documento_62891_Perm_7;0;1
17/05/2021 20:12;Documento_62891;1;1
17/05/2021 20:12;Documento_62891_Perm_4;0;1
17/05/2021 20:12;Documento_62895;1;1
17/05/2021 20:12;Documento_62895_Perm_18;0;1
17/05/2021 20:12;Documento_60549;1;1
17/05/2021 20:12;Documento_60549_Perm_0;0;1
17/05/2021 20:12;Documento_47613;1;1
17/05/2021 20:12;Documento_47613_Perm_18;0;1
17/05/2021 20:12;Documento_47613;1;1
17/05/2021 20:12;Documento_47613_Perm_5;0;1
17/05/2021 20:12;Documento_103572;1;1
17/05/2021 20:12;Documento_103572_Perm_6;0;1
17/05/2021 20:12;Documento_62349;1;1
17/05/2021 20:12;Documento_62349_Perm_7;0;1
17/05/2021 20:12;Documento_35187;1;1
17/05/2021 20:12;Documento_35187_Perm_0;0;1
17/05/2021 20:12;Documento_35187;1;1
17/05/2021 20:12;Documento_35187_Perm_19;0;1
17/05/2021 20:12;Documento_35187;1;1
17/05/2021 20:12;Documento_35187_Perm_15;0;1
17/05/2021 20:12;Documento_50712_Perm_18;0;1
17/05/2021 20:12;Documento_50712;1;1
17/05/2021 20:12;Documento_50712_Perm_8;0;1
17/05/2021 20:12;Documento_64295;1;1
17/05/2021 20:12;Documento_64295_Perm_4;0;1
17/05/2021 20:12;Documento_64295;1;1
17/05/2021 20:12;Documento_64295_Perm_11;0;1
17/05/2021 20:12;Documento_64295;1;1
17/05/2021 20:12;Documento_66235;1;1
17/05/2021 20:12;Documento_66235_Perm_19;0;1
17/05/2021 20:12;Documento_66235;1;1
17/05/2021 20:12;Documento_66235_Perm_15;0;1
17/05/2021 20:12;Documento_66235;1;1
17/05/2021 20:12;Documento_66235_Perm_7;0;1
17/05/2021 20:12;Documento_64621;1;1
17/05/2021 20:12;Documento_64621_Perm_6;0;1
17/05/2021 20:12;Documento_64263_Perm_1;0;1
17/05/2021 20:12;Documento_65234;1;1
17/05/2021 20:12;Documento_65234_Perm_8;0;1
17/05/2021 20:12;Documento_65234;1;1
17/05/2021 20:12;Documento_65234_Perm_9;0;1
17/05/2021 20:12;Documento_114912;1;1
17/05/2021 20:12;Documento_114912_Perm_16;0;1
17/05/2021 20:12;Documento_114912;1;1
17/05/2021 20:12;Documento_62921;1;1
17/05/2021 20:12;Documento_62921_Perm_1;0;1
17/05/2021 20:12;Documento_62940;1;1
17/05/2021 20:12;Documento_62940_Perm_4;0;1
17/05/2021 20:12;Documento_62940;1;1
17/05/2021 20:12;Documento_62940_Perm_19;0;1
17/05/2021 20:12;Documento_62934;1;1
