data;id;classe;predicao
15/05/2021 17:40;Documento_88346_Perm_4;0;1
15/05/2021 17:40;Documento_88346;1;1
15/05/2021 17:40;Documento_88346_Perm_2;0;0
15/05/2021 17:40;Documento_88346;1;1
15/05/2021 17:40;Documento_88346_Perm_15;0;0
15/05/2021 17:40;Documento_41201;1;1
15/05/2021 17:40;Documento_41201_Perm_16;0;0
15/05/2021 17:40;Documento_96149;1;1
15/05/2021 17:40;Documento_93497;1;1
15/05/2021 17:40;Documento_93497_Perm_12;0;0
15/05/2021 17:40;Documento_93497;1;1
15/05/2021 17:40;Documento_93497_Perm_16;0;0
15/05/2021 17:40;Documento_85121;1;1
15/05/2021 17:40;Documento_85121_Perm_7;0;0
15/05/2021 17:40;Documento_85121;1;1
15/05/2021 17:40;Documento_85121_Perm_9;0;0
15/05/2021 17:40;Documento_64621_Perm_12;0;0
15/05/2021 17:40;Documento_64621;1;1
15/05/2021 17:40;Documento_64621_Perm_7;0;0
15/05/2021 17:40;Documento_80185;1;1
15/05/2021 17:40;Documento_80185_Perm_10;0;0
15/05/2021 17:40;Documento_108119;1;1
15/05/2021 17:40;Documento_108119_Perm_4;0;0
15/05/2021 17:40;Documento_108119;1;1
15/05/2021 17:40;Documento_114781_Perm_1;0;0
15/05/2021 17:40;Documento_114781;1;1
15/05/2021 17:40;Documento_114781_Perm_11;0;0
15/05/2021 17:40;Documento_114780;1;1
15/05/2021 17:40;Documento_114780_Perm_13;0;0
15/05/2021 17:40;Documento_34797;1;1
15/05/2021 17:40;Documento_34797_Perm_8;0;0
15/05/2021 17:40;Documento_34797;1;1
15/05/2021 17:40;Documento_62904;1;1
15/05/2021 17:40;Documento_62904_Perm_6;0;0
15/05/2021 17:40;Documento_62904;1;1
15/05/2021 17:40;Documento_62904_Perm_9;0;0
15/05/2021 17:40;Documento_62926;1;1
15/05/2021 17:40;Documento_62926_Perm_13;0;0
15/05/2021 17:40;Documento_62908;1;1
15/05/2021 17:40;Documento_62908_Perm_15;0;0
15/05/2021 17:40;Documento_110708_Perm_1;0;0
15/05/2021 17:40;Documento_110708;1;1
15/05/2021 17:40;Documento_110708_Perm_5;0;0
15/05/2021 17:40;Documento_62931;1;1
15/05/2021 17:40;Documento_62931_Perm_6;0;0
15/05/2021 17:40;Documento_62931;1;1
15/05/2021 17:40;Documento_62931_Perm_1;0;0
15/05/2021 17:40;Documento_62931;1;1
15/05/2021 17:40;Documento_59925;1;1
15/05/2021 17:40;Documento_59925_Perm_11;0;1
15/05/2021 17:40;Documento_91384;1;1
15/05/2021 17:40;Documento_91384_Perm_10;0;0
15/05/2021 17:40;Documento_72986;1;1
15/05/2021 17:40;Documento_72986_Perm_11;0;1
15/05/2021 17:40;Documento_72986;1;1
15/05/2021 17:40;Documento_72986_Perm_8;0;0
15/05/2021 17:40;Documento_64294;1;1
15/05/2021 17:40;Documento_64294_Perm_6;0;0
15/05/2021 17:40;Documento_34070;1;1
15/05/2021 17:40;Documento_34070_Perm_13;0;0
15/05/2021 17:40;Documento_34070;1;1
15/05/2021 17:40;Documento_34070_Perm_1;0;0
15/05/2021 17:40;Documento_74929;1;1
15/05/2021 17:40;Documento_74929_Perm_15;0;0
15/05/2021 17:40;Documento_85460;1;1
15/05/2021 17:40;Documento_85460_Perm_1;0;0
15/05/2021 17:40;Documento_85460;1;1
15/05/2021 17:40;Documento_85460_Perm_0;0;0
15/05/2021 17:40;Documento_66248;1;1
15/05/2021 17:40;Documento_66248_Perm_12;0;0
15/05/2021 17:40;Documento_66248;1;1
15/05/2021 17:40;Documento_66248_Perm_9;0;0
15/05/2021 17:40;Documento_62928_Perm_0;0;0
15/05/2021 17:40;Documento_83701;1;1
15/05/2021 17:40;Documento_83701_Perm_12;0;0
15/05/2021 17:40;Documento_64256;1;1
15/05/2021 17:40;Documento_64256_Perm_3;0;0
15/05/2021 17:40;Documento_64309;1;1
15/05/2021 17:40;Documento_64309_Perm_13;0;0
