data;id;classe;predicao
20/05/2021 04:08;Documento_29266;1;1
20/05/2021 04:08;Documento_29266_Perm_5;0;0
20/05/2021 04:08;Documento_29266;1;1
20/05/2021 04:08;Documento_29266_Perm_14;0;0
20/05/2021 04:08;Documento_29266;1;1
20/05/2021 04:08;Documento_29266_Perm_19;0;1
20/05/2021 04:08;Documento_29266;1;1
20/05/2021 04:08;Documento_29266_Perm_18;0;0
20/05/2021 04:08;Documento_62887;1;1
20/05/2021 04:08;Documento_62887_Perm_8;0;0
20/05/2021 04:08;Documento_66229;1;1
20/05/2021 04:08;Documento_66229_Perm_10;0;0
20/05/2021 04:08;Documento_66229;1;1
20/05/2021 04:08;Documento_66229_Perm_11;0;0
20/05/2021 04:08;Documento_62895;1;1
20/05/2021 04:08;Documento_62895_Perm_11;0;0
20/05/2021 04:08;Documento_47305_Perm_12;0;0
20/05/2021 04:08;Documento_47305;1;1
20/05/2021 04:08;Documento_47305_Perm_19;0;0
20/05/2021 04:08;Documento_47305;1;1
20/05/2021 04:08;Documento_47305_Perm_14;0;0
20/05/2021 04:08;Documento_114365;1;1
20/05/2021 04:08;Documento_114365_Perm_15;0;0
20/05/2021 04:08;Documento_110071;1;1
20/05/2021 04:08;Documento_36137_Perm_6;0;0
20/05/2021 04:08;Documento_36137;1;1
20/05/2021 04:08;Documento_36137_Perm_1;0;0
20/05/2021 04:08;Documento_72089;1;1
20/05/2021 04:08;Documento_72089_Perm_3;0;0
20/05/2021 04:08;Documento_47999;1;1
20/05/2021 04:08;Documento_47999_Perm_1;0;0
20/05/2021 04:08;Documento_47999;1;1
20/05/2021 04:08;Documento_114780;1;1
20/05/2021 04:08;Documento_114780_Perm_0;0;0
20/05/2021 04:08;Documento_114780;1;1
20/05/2021 04:08;Documento_114780_Perm_6;0;0
20/05/2021 04:08;Documento_34797;1;1
20/05/2021 04:08;Documento_34797_Perm_3;0;0
20/05/2021 04:08;Documento_34797;1;1
20/05/2021 04:08;Documento_34797_Perm_4;0;0
20/05/2021 04:08;Documento_62926;1;1
20/05/2021 04:08;Documento_62926_Perm_0;0;0
20/05/2021 04:08;Documento_62926;1;1
20/05/2021 04:08;Documento_62926_Perm_1;0;0
20/05/2021 04:08;Documento_62908;1;1
20/05/2021 04:08;Documento_62908_Perm_9;0;0
20/05/2021 04:08;Documento_62908;1;1
20/05/2021 04:08;Documento_62908_Perm_8;0;0
20/05/2021 04:08;Documento_66244;1;1
20/05/2021 04:08;Documento_66244_Perm_9;0;0
20/05/2021 04:08;Documento_66244;1;1
20/05/2021 04:08;Documento_66244_Perm_6;0;0
20/05/2021 04:08;Documento_66244;1;1
20/05/2021 04:08;Documento_66244_Perm_1;0;0
20/05/2021 04:08;Documento_66244;1;1
20/05/2021 04:08;Documento_66244_Perm_0;0;0
20/05/2021 04:08;Documento_64302;1;1
20/05/2021 04:08;Documento_64302_Perm_11;0;0
20/05/2021 04:08;Documento_64277;1;1
20/05/2021 04:08;Documento_64277_Perm_10;0;0
20/05/2021 04:08;Documento_64277;1;1
20/05/2021 04:08;Documento_64277_Perm_19;0;0
20/05/2021 04:08;Documento_64277;1;1
20/05/2021 04:08;Documento_64277_Perm_18;0;0
20/05/2021 04:08;Documento_62956;1;1
20/05/2021 04:08;Documento_62956_Perm_12;0;0
20/05/2021 04:08;Documento_66239;1;1
20/05/2021 04:08;Documento_66239_Perm_8;0;0
