data;id;classe;predicao
14/05/2021 20:39;C9_Extrato_6.txt;1;0
14/05/2021 20:39;C9_Extrato_6_Perm_13.txt;0;0
14/05/2021 20:39;C9_Extrato_6.txt;1;0
14/05/2021 20:39;C9_Extrato_6_Perm_17.txt;0;0
14/05/2021 20:39;C22_Extrato_6.txt;1;0
14/05/2021 20:39;C22_Extrato_6_Perm_7.txt;0;0
14/05/2021 20:39;C36_Extrato_1.txt;1;0
14/05/2021 20:39;C36_Extrato_1_Perm_5.txt;0;0
14/05/2021 20:39;C35_Extrato_2_Perm_11.txt;0;0
14/05/2021 20:39;C35_Extrato_2.txt;1;0
14/05/2021 20:39;C35_Extrato_2_Perm_14.txt;0;0
14/05/2021 20:39;C29_Extrato_4.txt;1;0
14/05/2021 20:39;C29_Extrato_4_Perm_4.txt;0;0
14/05/2021 20:39;C29_Extrato_4.txt;1;0
14/05/2021 20:39;C29_Extrato_4_Perm_5.txt;0;0
14/05/2021 20:39;C25_Extrato_2.txt;1;0
14/05/2021 20:39;C34_Extrato_6.txt;1;0
14/05/2021 20:39;C34_Extrato_6_Perm_1.txt;0;0
14/05/2021 20:39;C34_Extrato_6.txt;1;0
14/05/2021 20:39;C34_Extrato_6_Perm_8.txt;0;0
14/05/2021 20:39;C50_Extrato_4.txt;1;0
14/05/2021 20:39;C50_Extrato_4_Perm_3.txt;0;0
14/05/2021 20:39;C50_Extrato_4.txt;1;0
14/05/2021 20:39;C50_Extrato_4_Perm_15.txt;0;0
14/05/2021 20:39;C48_Extrato_4_Perm_14.txt;0;0
14/05/2021 20:39;C20_Extrato_1.txt;1;0
14/05/2021 20:39;C20_Extrato_1_Perm_17.txt;0;0
14/05/2021 20:39;C21_Extrato_4.txt;1;0
14/05/2021 20:39;C21_Extrato_4_Perm_5.txt;0;0
14/05/2021 20:39;C21_Extrato_4.txt;1;0
14/05/2021 20:39;C21_Extrato_4_Perm_16.txt;0;0
14/05/2021 20:39;C21_Extrato_4.txt;1;0
14/05/2021 20:39;C21_Extrato_5.txt;1;0
14/05/2021 20:39;C21_Extrato_5_Perm_7.txt;0;0
14/05/2021 20:39;C21_Extrato_5.txt;1;0
14/05/2021 20:39;C21_Extrato_5_Perm_16.txt;0;0
14/05/2021 20:39;C48_Extrato_2.txt;1;0
14/05/2021 20:39;C48_Extrato_2_Perm_8.txt;0;0
14/05/2021 20:39;C48_Extrato_2.txt;1;0
14/05/2021 20:39;C48_Extrato_2_Perm_11.txt;0;0
14/05/2021 20:39;C5_Extrato_3.txt;1;0
14/05/2021 20:39;C5_Extrato_3_Perm_8.txt;0;0
14/05/2021 20:39;C5_Extrato_3.txt;1;0
14/05/2021 20:39;C5_Extrato_3_Perm_10.txt;0;0
14/05/2021 20:39;C22_Extrato_2.txt;1;0
14/05/2021 20:39;C22_Extrato_2_Perm_13.txt;0;0
14/05/2021 20:39;C22_Extrato_5.txt;1;0
14/05/2021 20:39;C22_Extrato_5_Perm_10.txt;0;0
14/05/2021 20:39;C23_Extrato_3_Perm_19.txt;0;0
14/05/2021 20:39;C49_Extrato_2.txt;1;0
14/05/2021 20:39;C49_Extrato_2_Perm_3.txt;0;0
14/05/2021 20:39;C8_Extrato_6.txt;1;0
14/05/2021 20:39;C8_Extrato_6_Perm_8.txt;0;0
14/05/2021 20:39;C8_Extrato_6.txt;1;0
14/05/2021 20:39;C8_Extrato_6_Perm_9.txt;0;0
14/05/2021 20:39;C8_Extrato_6.txt;1;0
14/05/2021 20:39;C20_Extrato_2_Perm_3.txt;0;0
14/05/2021 20:39;C20_Extrato_2.txt;1;0
14/05/2021 20:39;C20_Extrato_2_Perm_11.txt;0;0
14/05/2021 20:39;C20_Extrato_2.txt;1;0
14/05/2021 20:39;C20_Extrato_2_Perm_13.txt;0;0
14/05/2021 20:39;C20_Extrato_2.txt;1;0
14/05/2021 20:39;C20_Extrato_2_Perm_15.txt;0;0
14/05/2021 20:39;C21_Extrato_1.txt;1;0
14/05/2021 20:39;C29_Extrato_1_Perm_4.txt;0;0
14/05/2021 20:39;C41_Extrato_3.txt;1;0
14/05/2021 20:39;C41_Extrato_3_Perm_8.txt;0;0
14/05/2021 20:39;C11_Extrato_4.txt;1;0
14/05/2021 20:39;C11_Extrato_4_Perm_10.txt;0;0
14/05/2021 20:39;C11_Extrato_4.txt;1;0
14/05/2021 20:39;C11_Extrato_4_Perm_11.txt;0;0
14/05/2021 20:39;C48_Extrato_3.txt;1;0
14/05/2021 20:39;C18_Extrato_4_Perm_6.txt;0;0
14/05/2021 20:39;C16_Extrato_5.txt;1;0
14/05/2021 20:39;C16_Extrato_5_Perm_5.txt;0;0
14/05/2021 20:39;C16_Extrato_5.txt;1;0
14/05/2021 20:39;C16_Extrato_5_Perm_11.txt;0;0
14/05/2021 20:39;C34_Extrato_1.txt;1;0
14/05/2021 20:39;C34_Extrato_1_Perm_12.txt;0;0
14/05/2021 20:39;C43_Extrato_6.txt;1;0
14/05/2021 20:39;C14_Extrato_6_Perm_16.txt;0;0
14/05/2021 20:39;C32_Extrato_5.txt;1;0
14/05/2021 20:39;C32_Extrato_5_Perm_0.txt;0;0
14/05/2021 20:39;C25_Extrato_5.txt;1;0
14/05/2021 20:39;C25_Extrato_5_Perm_5.txt;0;0
14/05/2021 20:39;C25_Extrato_5.txt;1;0
14/05/2021 20:39;C25_Extrato_5_Perm_14.txt;0;0
14/05/2021 20:39;C1_Extrato_6.txt;1;0
14/05/2021 20:39;C36_Extrato_2.txt;1;0
14/05/2021 20:39;C36_Extrato_2_Perm_2.txt;0;0
14/05/2021 20:39;C36_Extrato_2.txt;1;0
14/05/2021 20:39;C36_Extrato_2_Perm_19.txt;0;0
14/05/2021 20:39;C2_Extrato_6.txt;1;0
14/05/2021 20:39;C2_Extrato_6_Perm_2.txt;0;0
14/05/2021 20:39;C2_Extrato_6.txt;1;0
14/05/2021 20:39;C2_Extrato_6_Perm_3.txt;0;0
14/05/2021 20:39;C17_Extrato_3.txt;1;0
14/05/2021 20:39;C17_Extrato_3_Perm_9.txt;0;0
14/05/2021 20:39;C17_Extrato_3.txt;1;0
14/05/2021 20:39;C17_Extrato_3_Perm_12.txt;0;0
14/05/2021 20:39;C42_Extrato_6.txt;1;0
14/05/2021 20:39;C42_Extrato_6_Perm_12.txt;0;0
14/05/2021 20:39;C42_Extrato_6.txt;1;0
14/05/2021 20:39;C42_Extrato_6_Perm_15.txt;0;0
14/05/2021 20:39;C48_Extrato_5.txt;1;0
14/05/2021 20:39;C48_Extrato_5_Perm_1.txt;0;0
14/05/2021 20:39;C2_Extrato_3.txt;1;0
14/05/2021 20:39;C2_Extrato_3_Perm_6.txt;0;0
14/05/2021 20:39;C2_Extrato_3.txt;1;0
14/05/2021 20:39;C2_Extrato_3_Perm_7.txt;0;0
14/05/2021 20:39;C2_Extrato_3.txt;1;0
14/05/2021 20:39;C2_Extrato_3_Perm_9.txt;0;0
14/05/2021 20:39;C45_Extrato_5.txt;1;0
14/05/2021 20:39;C45_Extrato_5_Perm_11.txt;0;0
14/05/2021 20:39;C45_Extrato_5.txt;1;0
14/05/2021 20:39;C45_Extrato_5_Perm_19.txt;0;0
14/05/2021 20:39;C47_Extrato_3.txt;1;0
14/05/2021 20:39;C47_Extrato_3_Perm_6.txt;0;0
14/05/2021 20:39;C47_Extrato_3.txt;1;0
14/05/2021 20:39;C47_Extrato_3_Perm_10.txt;0;0
14/05/2021 20:39;C12_Extrato_3.txt;1;0
14/05/2021 20:39;C12_Extrato_3_Perm_19.txt;0;0
14/05/2021 20:39;C6_Extrato_3.txt;1;0
14/05/2021 20:39;C6_Extrato_3_Perm_0.txt;0;0
14/05/2021 20:39;C6_Extrato_3.txt;1;0
14/05/2021 20:39;C6_Extrato_3_Perm_2.txt;0;0
14/05/2021 20:39;C6_Extrato_3.txt;1;0
14/05/2021 20:39;C6_Extrato_3_Perm_13.txt;0;0
14/05/2021 20:39;C15_Extrato_5_Perm_9.txt;0;0
14/05/2021 20:39;C15_Extrato_5.txt;1;0
14/05/2021 20:39;C15_Extrato_5_Perm_19.txt;0;0
14/05/2021 20:39;C24_Extrato_3.txt;1;0
14/05/2021 20:39;C24_Extrato_3_Perm_7.txt;0;0
14/05/2021 20:39;C24_Extrato_3.txt;1;0
14/05/2021 20:39;C24_Extrato_3_Perm_14.txt;0;0
14/05/2021 20:39;C37_Extrato_6.txt;1;0
14/05/2021 20:39;C16_Extrato_3_Perm_9.txt;0;0
14/05/2021 20:39;C16_Extrato_3.txt;1;0
14/05/2021 20:39;C16_Extrato_3_Perm_12.txt;0;0
14/05/2021 20:39;C11_Extrato_3.txt;1;0
14/05/2021 20:39;C11_Extrato_3_Perm_6.txt;0;0
14/05/2021 20:39;C44_Extrato_5.txt;1;0
14/05/2021 20:39;C44_Extrato_5_Perm_8.txt;0;0
14/05/2021 20:39;C44_Extrato_5.txt;1;0
14/05/2021 20:39;C27_Extrato_5.txt;1;0
14/05/2021 20:39;C27_Extrato_5_Perm_4.txt;0;0
14/05/2021 20:39;C18_Extrato_5.txt;1;0
14/05/2021 20:39;C18_Extrato_5_Perm_2.txt;0;0
14/05/2021 20:39;C18_Extrato_5.txt;1;0
14/05/2021 20:39;C18_Extrato_5_Perm_6.txt;0;0
14/05/2021 20:39;C18_Extrato_5.txt;1;0
14/05/2021 20:39;C18_Extrato_5_Perm_13.txt;0;0
14/05/2021 20:39;C30_Extrato_2_Perm_14.txt;0;0
14/05/2021 20:39;C32_Extrato_2.txt;1;0
14/05/2021 20:39;C32_Extrato_2_Perm_13.txt;0;0
